D:\MassHunter\GCMS\1\data\metastasis_lineages_3replicates_3runs_10302020\ethyl_acetate_run2_10302020.D Fri Oct 30 23:31:50 2020
Start of data points
5.99343,31822
5.99970,28494
6.00595,31824
6.01220,30856
6.01847,29191
6.02472,28564
6.03097,27547
6.03723,26742
6.04348,27153
6.04973,27711
6.05600,26564
6.06225,27985
6.06850,25887
6.07477,25072
6.08102,26223
6.08727,26522
6.09353,26708
6.09978,26278
6.10603,25377
6.11230,27142
6.11855,27294
6.12480,27869
6.13107,26553
6.13732,26222
6.14357,26093
6.14983,26367
6.15608,30062
6.16233,33573
6.16860,32864
6.17485,28732
6.18110,25857
6.18737,25055
6.19362,23652
6.19987,25635
6.20612,23542
6.21238,24789
6.21863,22189
6.22488,22464
6.23115,23157
6.23740,23988
6.24365,23789
6.24992,23967
6.25617,24637
6.26242,26321
6.26868,38796
6.27493,73783
6.28118,145770
6.28745,202235
6.29370,198393
6.29995,135869
6.30622,96673
6.31247,76055
6.31872,64741
6.32498,60611
6.33123,55252
6.33748,51395
6.34375,48678
6.35000,49385
6.35625,44260
6.36252,43301
6.36877,39589
6.37502,40832
6.38128,39282
6.38753,39150
6.39378,41153
6.40005,41029
6.40630,40547
6.41255,37918
6.41880,36436
6.42507,34156
6.43132,36526
6.43757,34183
6.44383,31581
6.45008,31235
6.45633,31813
6.46260,30517
6.46885,31208
6.47510,30652
6.48137,34593
6.48762,33568
6.49387,36273
6.50013,39019
6.50638,37589
6.51263,36745
6.51890,31512
6.52515,32227
6.53140,32787
6.53767,32739
6.54392,31283
6.55017,32017
6.55643,30297
6.56268,29929
6.56893,31266
6.57520,29957
6.58145,31062
6.58770,29347
6.59397,30670
6.60022,29205
6.60647,28575
6.61273,28993
6.61898,29650
6.62523,28015
6.63150,28434
6.63775,30121
6.64400,32400
6.65025,30840
6.65652,30295
6.66277,28535
6.66902,31933
6.67528,29957
6.68153,28251
6.68778,29260
6.69405,28134
6.70030,29328
6.70655,27963
6.71282,29709
6.71907,30765
6.72532,28993
6.73158,29093
6.73783,28105
6.74408,29305
6.75035,28658
6.75660,27814
6.76285,27499
6.76912,28461
6.77537,28779
6.78162,28329
6.78788,28699
6.79413,29430
6.80038,29111
6.80665,29371
6.81290,28938
6.81915,28896
6.82542,28070
6.83167,27491
6.83792,26535
6.84418,25561
6.85043,25753
6.85668,27477
6.86293,26220
6.86920,25731
6.87545,26347
6.88170,26458
6.88797,26646
6.89422,27984
6.90047,30484
6.90673,28631
6.91298,27613
6.91923,27423
6.92550,25262
6.93175,27086
6.93800,25690
6.94427,24199
6.95052,26230
6.95677,26988
6.96303,26144
6.96928,27012
6.97553,25482
6.98180,27245
6.98805,24243
6.99430,25933
7.00057,26350
7.00682,26422
7.01307,24597
7.01933,25923
7.02558,25145
7.03183,25452
7.03810,27113
7.04435,26281
7.05060,25623
7.05687,24515
7.06312,28201
7.06937,26580
7.07562,25548
7.08188,25001
7.08813,25070
7.09438,25261
7.10065,26364
7.10690,25737
7.11315,25074
7.11942,22827
7.12567,24085
7.13192,24757
7.13818,25424
7.14443,24671
7.15068,22770
7.15695,26092
7.16320,25256
7.16945,25402
7.17572,27260
7.18197,23343
7.18822,23637
7.19448,24630
7.20073,24207
7.20698,25490
7.21325,23787
7.21950,23421
7.22575,24472
7.23202,24469
7.23827,23295
7.24452,22708
7.25078,22795
7.25703,23320
7.26328,23133
7.26955,22665
7.27580,25068
7.28205,24469
7.28832,25612
7.29457,24620
7.30082,23092
7.30707,23601
7.31333,24485
7.31958,24790
7.32583,26118
7.33210,27069
7.33835,28426
7.34460,24882
7.35087,26329
7.35712,25883
7.36337,24230
7.36963,26187
7.37588,24916
7.38213,23437
7.38840,24338
7.39465,22685
7.40090,25233
7.40717,22691
7.41342,22633
7.41967,24632
7.42593,23646
7.43218,25210
7.43843,23549
7.44470,23984
7.45095,25872
7.45720,34765
7.46347,51867
7.46972,70187
7.47597,78700
7.48223,69272
7.48848,52665
7.49473,49531
7.50100,55106
7.50725,60701
7.51350,54435
7.51975,53687
7.52602,74785
7.53227,145139
7.53852,254963
7.54478,328118
7.55103,301484
7.55728,231218
7.56355,149722
7.56980,101940
7.57605,73808
7.58232,60147
7.58857,50732
7.59482,44234
7.60108,43070
7.60733,36181
7.61358,33732
7.61985,31286
7.62610,30228
7.63235,29619
7.63862,27609
7.64487,27850
7.65112,29337
7.65738,29340
7.66363,29528
7.66988,28950
7.67615,26668
7.68240,27070
7.68865,25857
7.69492,26114
7.70117,25347
7.70742,25874
7.71368,24499
7.71993,25432
7.72618,24322
7.73243,24220
7.73870,24713
7.74495,26380
7.75120,24988
7.75747,26580
7.76372,24641
7.76997,26402
7.77623,24616
7.78248,23673
7.78873,24955
7.79500,24467
7.80125,24342
7.80750,26674
7.81377,26714
7.82002,25588
7.82627,24210
7.83253,22515
7.83878,22942
7.84503,23320
7.85130,21822
7.85755,21613
7.86380,23075
7.87007,22046
7.87632,19583
7.88257,21505
7.88883,22218
7.89508,21145
7.90133,21954
7.90760,20853
7.91385,22395
7.92010,24236
7.92637,23233
7.93262,23237
7.93887,25215
7.94513,26405
7.95138,26650
7.95763,25729
7.96388,26632
7.97015,26080
7.97640,25139
7.98265,24260
7.98892,23297
7.99517,21155
8.00142,22679
8.00768,24952
