D:\MassHunter\GCMS\1\data\metastasis_lineages_3replicates_3runs_10302020\B_plate2_run2_10302020.D Sat Oct 31 03:45:30 2020
Start of data points
5.99355	166623
5.99982	176457
6.00607	181046
6.01232	178333
6.01858	169737
6.02483	171034
6.03108	177753
6.03735	184819
6.04360	191877
6.04985	191465
6.05612	183312
6.06237	195723
6.06862	202016
6.07488	179812
6.08113	171984
6.08738	174187
6.09365	268165
6.09990	550812
6.10615	942571
6.11242	1017915
6.11867	699178
6.12492	363287
6.13117	224354
6.13743	189838
6.14368	217976
6.14993	302222
6.15620	485548
6.16245	761669
6.16870	973414
6.17497	874518
6.18122	558223
6.18747	305550
6.19373	212926
6.19998	179626
6.20623	169085
6.21250	167138
6.21875	152084
6.22500	160280
6.23127	168838
6.23752	172128
6.24377	167690
6.25003	164228
6.25628	159305
6.26253	161280
6.26880	169133
6.27505	170715
6.28130	182356
6.28757	170248
6.29382	188339
6.30007	258502
6.30633	450671
6.31258	892096
6.31883	2218313
6.32510	5801963
6.33135	1.147866E+07
6.33760	1.491177E+07
6.34385	1.182406E+07
6.35012	4620650
6.35637	1070592
6.36262	308931
6.36888	224290
6.37513	226130
6.38138	216999
6.38765	214991
6.39390	248692
6.40015	367660
6.40642	568107
6.41267	646824
6.41892	593826
6.42518	668111
6.43143	881464
6.43768	973156
6.44395	799256
6.45020	969316
6.45645	2293517
6.46272	5827261
6.46897	1.202076E+07
6.47522	2.01995E+07
6.48148	2.912647E+07
6.48773	3.736478E+07
6.49398	4.307608E+07
6.50025	4.630096E+07
6.50650	4.673268E+07
6.51275	4.638721E+07
6.51902	4.560628E+07
6.52527	2.678856E+07
6.53152	2327454
6.53778	770067
6.54403	751659
6.55028	853611
6.55655	1127357
6.56280	1692086
6.56905	2417562
6.57530	2617403
6.58157	1804439
6.58782	855742
6.59407	436666
6.60033	332402
6.60658	307547
6.61283	282530
6.61910	281624
6.62535	273959
6.63160	285933
6.63787	297058
6.64412	304378
6.65037	297317
6.65663	312224
6.66288	378493
6.66913	470869
6.67540	456579
6.68165	369051
6.68790	310603
6.69417	282776
6.70042	277404
6.70667	290944
6.71293	299073
6.71918	316349
6.72543	338536
6.73170	349234
6.73795	350109
6.74420	364366
6.75047	369219
6.75672	367543
6.76297	362343
6.76923	362832
6.77548	373534
6.78173	372233
6.78798	399009
6.79425	425207
6.80050	472140
6.80675	498407
6.81302	499535
6.81927	483904
6.82552	467297
6.83178	476130
6.83803	508898
6.84428	569618
6.85055	573366
6.85680	536611
6.86305	501482
6.86932	524371
6.87557	635824
6.88182	794915
6.88808	826406
6.89433	709664
6.90058	573632
6.90685	500541
6.91310	466789
6.91935	444288
6.92562	431726
6.93187	423421
6.93812	421884
6.94438	421644
6.95063	410030
6.95688	391071
6.96315	364018
6.96940	361523
6.97565	367839
6.98192	361234
6.98817	350740
6.99442	325334
7.00067	316962
7.00693	310011
7.01318	320920
7.01943	406059
7.02570	752399
7.03195	1888402
7.03820	4422081
7.04447	7368076
7.05072	8026017
7.05697	5538599
7.06323	2366250
7.06948	772196
7.07573	310033
7.08200	222089
7.08825	201903
7.09450	186946
7.10077	179664
7.10702	167210
7.11327	165691
7.11953	158649
7.12578	152838
7.13203	172519
7.13830	230203
7.14455	325995
7.15080	382974
7.15707	338641
7.16332	230228
7.16957	166187
7.17583	155597
7.18208	140051
7.18833	131088
7.19460	145594
7.20085	152447
7.20710	160350
7.21337	146909
7.21962	136840
7.22587	140228
7.23212	149683
7.23838	167711
7.24463	227013
7.25088	347416
7.25715	580201
7.26340	792069
7.26965	772686
7.27592	546684
7.28217	341454
7.28842	211218
7.29468	185898
7.30093	166636
7.30718	168271
7.31345	150936
7.31970	134220
7.32595	128590
7.33222	126083
7.33847	122941
7.34472	127368
7.35098	116601
7.35723	114846
7.36348	115305
7.36975	114558
