peakID,B,L,pValB,pValL,lowerB,lowerL,upperB,upperL
19.69,-0.10443736009971909,-0.08087144570911807,0.46566012782153965,0.5715089502633061,-0.38500907372878995,-0.3609996750531494,0.17613435352935186,0.19925678363491325
19.93,0.07953918525083017,0.057534344463275496,0.5773531147283061,0.6866309473286745,-0.20021406372321693,-0.22198099417841832,0.3592924342248772,0.3370496831049693
19.99,-0.5954501575963488,-0.46314383727848657,3.223118896224275e-05,0.0012260871353362486,-0.8761892921581218,-0.7439412380994811,-0.3147110230345758,-0.1823464364574919
20.49,-0.4243126743026292,-0.3882973633048611,0.0030640419696101816,0.00673008164683342,-0.7051537668849401,-0.6691361905555278,-0.14347158172031832,-0.10745853605419439
20.56,-0.4852621902888094,-0.34651642050101217,0.0006137329384117346,0.014349345964324231,-0.7629163377988157,-0.623905957650271,-0.20760804277880301,-0.06912688335175335
20.6,-0.16336219875821617,-0.22620078531361534,0.2536572716901636,0.11431682675706421,-0.4438535666874767,-0.506961932994497,0.11712916917104443,0.05456036236726623
20.73,-0.4518302753118279,-0.4136146951057973,0.0015842558813739102,0.0038156942256417025,-0.7321816312258461,-0.6938314828541,-0.17147891939780965,-0.1333979073574946
20.78,-0.472373148249139,-0.4886680630038496,0.0008639748319997061,0.00056326523026486,-0.7502811893224602,-0.7663866874351066,-0.19446510717581764,-0.21094943857259257
21.02,-0.25065390258142606,-0.5985198133706215,0.07986473569561164,2.801172587085379e-05,-0.5311452705106867,-0.8785536144581578,0.029837465347834574,-0.3184860122830853
21.29,-0.26611001453483785,0.06037521080927615,0.06328392865003557,0.6734405957807739,-0.5469459291893977,-0.22041409819873567,0.014725900119721937,0.3411645198172879
21.38,-0.18465033337716977,0.4058944453307976,0.19719885812941762,0.004614399345204784,-0.46529200677717114,0.12506209055694653,0.09599134002283155,0.6867268001046486
21.47,-0.3061251435625936,-0.1348210280051319,0.0326452738511576,0.3467143162388229,-0.5869662361449045,-0.41563881916070117,-0.025284050980282732,0.14599676315043733
21.6,-0.08469051562779574,0.062625327556272,0.5539644249145773,0.6616254737014334,-0.36516017331008505,-0.21782197005531648,0.1957791420544936,0.34307262516786047
21.81,-0.3261717021257484,-0.18524664611668096,0.022805562507024386,0.19592926808665212,-0.606969102946743,-0.4659971111759123,-0.045374301304753784,0.09550381894255044
21.87,-0.30404341285991904,-0.15020994994661363,0.033808507925357466,0.29430387607124453,-0.5848239824479815,-0.43093710605667274,-0.023262843271856605,0.13051720616344548
21.92,-0.1366937307218188,-0.4201581928329895,0.3401018161444741,0.003364953835207915,-0.41753741223220564,-0.7009970200836562,0.14414995078856802,-0.1393193655823228
22.08,-0.21902705793667857,-0.24423825631581667,0.12631219653664671,0.08811054627557814,-0.4998244587576732,-0.5249255884932128,0.061770342884316064,0.03644907586157945
22.37,-0.11920326674888777,-0.7215257999236908,0.4053268540563204,4.603774228502356e-07,-0.3999644144297694,-1.00199545760598,0.1615578809319938,-0.44105614224140155
22.47,-0.38087797763091696,-0.08691311728638719,0.007856831383008592,0.5440812334052432,-0.6617138922854767,-0.3677105181073818,-0.10004206297635715,0.19388428353460746
22.56,-0.114773320900503,0.10514219694919312,0.42133512117699734,0.4613467696586483,-0.3945265698745501,-0.17461105202485397,0.16497992807354406,0.3848954459232402
22.66,-0.3081105118733977,0.16617257249997408,0.03153035546769475,0.2461305585964364,-0.5889464265279575,-0.11464521865559517,-0.0272745972188379,0.44699036365554334
22.82,0.054379225630669145,0.01749539252633873,0.7035630067025644,0.902643067042155,-0.22571818011924094,-0.2628303517751774,0.33447663138057926,0.2978211368278549
22.99,-0.14516314185297594,-0.06124185877859054,0.31102634990380884,0.669009590661443,-0.4260068233633628,-0.342013041279264,0.1356805396574109,0.2195293237220829
23.09,-0.5162503313604736,0.04686339412073104,0.00030965674005178185,0.7432985010661571,-0.7967627598638553,-0.23360626356155825,-0.235737902857092,0.3273330518030203
23.32,-0.3291735849789271,0.12696355529405423,0.021531618635446493,0.3749114395612795,-0.6098609171563233,-0.15348374231753426,-0.048486252801531,0.4074108529056427
23.52,-0.43684632175454663,-0.15612256358350488,0.002293964674273451,0.2758744096834884,-0.7176356307625584,-0.4369458566391933,-0.15605701274653483,0.12470072947218347
23.59,-0.2759119771837339,1.069570324904855,0.05373981986272659,8.110099727361299e-14,-0.5562633330977522,0.7888829927274588,0.004439378730284356,1.350257657082251
23.74,-0.38748516660586974,-0.07646769206416719,0.006836161060029267,0.5935646455955158,-0.6682744756138815,-0.35730004683801825,-0.10669585759785788,0.20436466270968387
23.83,-0.22235495148998413,-0.09278039276839628,0.12060564938547909,0.5167500118156763,-0.5031160991708656,-0.37325005045068554,0.05840619619089743,0.18768926491389298
23.9,-0.29724095174203835,-0.07511785356392053,0.03798581558122843,0.5998307357800656,-0.5780020994229199,-0.3557430102575225,-0.016479804061156806,0.2055073031296815
24.01,0.10664276552480502,0.058717250708730566,0.45643089023032624,0.6818010069021009,-0.17401477595204007,-0.22197008146866554,0.3873003070016501,0.3394045828861267
24.13,0.08524333975160571,0.04433582771426293,0.5514978617986139,0.756729656685172,-0.19530926146219085,-0.23617660078911867,0.3657959409654023,0.3248482562176445
24.25,0.02229360605985315,0.01127954321396204,0.8762799292323413,0.9372565825472113,-0.258363935416992,-0.2695631674511931,0.3029511475366983,0.29212225387911717
24.38,0.16537699113276333,0.2309065779266588,0.24702181767516196,0.10576479203214474,-0.11462402844186294,-0.04888402928314604,0.44537801070738964,0.5106971851364637
24.7,-0.15830960854520867,-0.15434554810694523,0.26839853260931323,0.28100783256597783,-0.4386609644592269,-0.4349535393500564,0.12204174736880954,0.1262624431361659
24.96,0.13217537729686596,-0.29993330325891654,0.35589986641515126,0.03629627060927321,-0.14843261394624516,-0.5807226122669282,0.4127833685399771,-0.019143994250904732
25.3,-0.22023441501037783,-0.13013055845294996,0.12251915158610963,0.3613726140264767,-0.49974975365207164,-0.409561344673497,0.05928092363131604,0.14930022776759705
25.51,-0.43792316938649606,-0.2332186258755444,0.002107745206060204,0.10154593464105735,-0.7170845180264914,-0.5123799745155398,-0.15876182074650072,0.045942722764451
25.55,-0.2593323368783557,-0.14234931141143628,0.0699897660445743,0.31981524345191814,-0.5398447653817373,-0.4227966090230248,0.021180091625025876,0.1380979862001522
26.39,-0.5400826081848988,-0.3320451459442679,0.00016332498469418343,0.020435583744470607,-0.8208719171929107,-0.612772302054327,-0.259293299176887,-0.05131798983420883
26.85,-0.3826483523421452,-0.15355787348220343,0.007574086093317832,0.2838744342142253,-0.663487179592812,-0.43440155499259026,-0.10180952509147848,0.12728580802818343
27.03,-0.029552347221638645,-0.49327006851835425,0.8363748282160577,0.0005688955403044032,-0.3099996448332271,-0.7738226697321507,0.25089495038994986,-0.2127174673045577
6.34,-0.2682411181108142,-0.3620776540483656,0.06027015765777253,0.011144093397523137,-0.5480684289897865,-0.6416749190969477,0.011586192768158157,-0.08248038899978359
6.51,-0.3062501782777934,-0.20582446845154428,0.03256887329344052,0.1508767523710988,-0.5870825330516445,-0.486663295702211,-0.025417823503942293,0.07501435879912241
6.89,0.03585761950451371,0.1521332443155923,0.8012965887030706,0.2858600194459605,-0.24339617421563112,-0.12725428019687343,0.3151114132246586,0.431520768828058
7.05,-0.3589223848021178,-0.1783518186518184,0.012239988757107533,0.21303545302025395,-0.6397340266476339,-0.45906634827296094,-0.07811074295660171,0.10236271096932416
7.15,-0.27541305033432206,0.2719304826813976,0.05431270645817232,0.057267112003291536,-0.5559254788377037,-0.008395261620118593,0.0050993781690595475,0.5522562269829138
7.21,-0.6302854921010539,-0.35883450524482047,1.0386900614965903e-05,0.011948042021026053,-0.910473412235909,-0.6386251124546254,-0.3500975719661987,-0.07904389803501564
7.27,-0.24543571793511124,-0.11893615314963435,0.08551721832276832,0.404496407381818,-0.5251889669091583,-0.3985733973704724,0.034317531038935846,0.16070109107120373
7.51,-0.24538608729390246,0.15836107496479898,0.08486634719893994,0.26604523522359,-0.5245002250541554,-0.12070519257828373,0.033728050466350405,0.4374273425078817
7.69,-0.3500761261385178,-0.15731450639045005,0.014544399616141804,0.2722333172615763,-0.6308735269595125,-0.43814265397437513,-0.06927872531752317,0.123513641193475
7.84,-0.22961880777729274,-0.19144294961285127,0.10881627182866054,0.18098496922020624,-0.5102763492541378,-0.47193431754211185,0.05103873369955236,0.08904841831640932
7.87,0.029614074313372468,0.2692253406928784,0.836087192082795,0.05985636018406764,-0.2509187652375994,-0.011175286679772857,0.31014691386434434,0.5496259680655297
8.12,-0.4062775440148495,0.08715142646368135,0.004331999046457789,0.541129037207821,-0.6853916817751025,-0.1923639121780125,-0.12716340625459663,0.36666676510537516
8.24,-0.3181059410091821,0.17634598948404298,0.025259421209207912,0.21551981271934173,-0.5967654689089442,-0.10272027805903973,-0.03944641310942,0.4554122570271257
8.42,-0.42191130791311326,0.20030996510676768,0.003226224958654028,0.16213209247677118,-0.7026724555939948,-0.08053274555838744,-0.14115016023223168,0.48115267577192283
8.63,-0.0026320213528853624,-0.08345395159904528,0.9853381684716291,0.5602245373536496,-0.28334655097402794,-0.3642513524200399,0.2780825082682572,0.19734344922194935
8.86,0.07353384091282787,0.19046474265838784,0.6077985596336606,0.18353014589395333,-0.2072894521428605,-0.09022258951900827,0.3543571339685162,0.471152074835784
9.05,0.09826174486418363,-0.2791822933412812,0.49258188460006436,0.0512526852778706,-0.18239579661266148,-0.5598835483488547,0.3789192863410287,0.0015189616662922955
9.4,0.01789693565868761,-0.15710187280714644,0.9005659698378363,0.27241115017969375,-0.2628421989030854,-0.43765447402094293,0.29863607022046057,0.1234507284066501
9.46,-0.34706089429997833,-0.006089996386096687,0.014566131813484453,0.9657336267359595,-0.6255011624453652,-0.28393556714050117,-0.06862062615459147,0.27175557436830783
9.74,-0.7438558515679585,-0.6618298768636567,2.0621988039457393e-07,3.802959780684542e-06,-1.0245703811891012,-0.9424874183405016,-0.463141321946816,-0.38117233538681156
9.88,-0.21920197884034925,-0.33893032133045337,0.12562544321437305,0.01792404641950775,-0.4997144073437309,-0.6195554780240553,0.061310449663032354,-0.05830516463685136
