peakID,B,L,pValB,pValL,lowerB,lowerL,upperB,upperL
10.11,-0.27718704678118655,-0.2614224445760527,0.05297001566446653,0.06780220878218642,-0.5579261813429596,-0.5419750457898491,0.0035520877805864347,0.01913015663774385
10.3,-0.11172352302968058,-0.08835776727363404,0.43554153612184043,0.5374530051727673,-0.39255167061360563,-0.3691859148575591,0.16910462455424446,0.192470380310291
10.34,-0.633180234287152,-0.47764686913267423,9.78837542203577e-06,0.0008561528801978142,-0.9138377757639972,-0.7584442699536689,-0.3525226928103069,-0.19684946831167957
10.63,0.05398280168787312,-0.09982630422129121,0.7052005705500892,0.4840660765029008,-0.2256937660610748,-0.3794235692698733,0.333659369436821,0.17977096082729083
10.83,-0.1339363523838001,0.04436028654614134,0.34966388276640326,0.7567900400881075,-0.41462368456119625,-0.23637884801563167,0.14675097979359603,0.32509942110791434
10.91,-0.006345655720557461,0.11372002518711319,0.9646720786255477,0.4271958105142176,-0.2871505008035538,-0.16699450443402938,0.27445918936243885,0.3944345548082558
11.0,0.06069173931987319,-0.12052707787440736,0.6714761369965221,0.39964172144291965,-0.21977791836241614,-0.4009967355566966,0.3411613970021625,0.15994257980788193
11.22,-0.024889228868053236,0.09210019062225153,0.8614942581452038,0.5189772909643637,-0.3044864939166353,-0.18779856492070804,0.2547080361805289,0.37199894616521106
11.28,-0.11913967698478364,0.6986487027968339,0.40570246230614415,1.0808542629319141e-06,-0.3999755916393435,0.4178370609513177,0.16169623766977614,0.97946034464235
11.46,-0.11212252242136986,0.18057034340751218,0.43243616246099403,0.2060770299874325,-0.392056019460063,-0.09932841213544735,0.16781097461732333,0.4604690989504717
11.72,-0.6673447817916159,-0.5709394402431183,3.199914080875302e-06,6.762327853084987e-05,-0.948172929375541,-0.851783121753505,-0.38651663420769095,-0.29009575873273136
11.9,0.0010790585456008487,0.06467854493200602,0.9939897568135582,0.651684686791465,-0.27968208913528075,-0.2161392462235632,0.2818402062264824,0.3454963360875753
12.28,-0.6521524586406965,-0.48378139994263897,5.243200514209106e-06,0.0007322060400096581,-0.9327776153342985,-0.7645425476235205,-0.37152730194709455,-0.20302025226175743
12.4,-0.049656350776300553,0.08739381214301055,0.7288667783647489,0.5418856998517769,-0.330427533276974,-0.19342397901255867,0.2311148317243729,0.3682116032985798
12.55,-0.2980739844448503,-0.27611140297015097,0.03745691353534923,0.05398650748875634,-0.5788451669455237,-0.5569541136353061,-0.017302801944176834,0.00473130769500414
12.68,-0.14391351217061368,-0.1630613494011971,0.31520835545861414,0.25495209461612056,-0.4247562228357688,-0.4438004839629701,0.13692919849454147,0.11767778516057588
12.74,-0.2498323726863653,-0.12146182039802209,0.0812044617354527,0.39662405356753905,-0.5306440145318814,-0.40230453106317726,0.030979269159150828,0.15938089026713304
13.04,-0.12960569895587015,-0.11381098093016731,0.36497448660681153,0.42590894191057216,-0.4100063263285214,-0.39396938166561607,0.15079492841678113,0.16634741980528145
13.09,0.0617491015712193,-0.09711839765388337,0.665905712635311,0.49760563538964986,-0.21855038029273124,-0.37776007105388476,0.34204858343516986,0.18352327574611796
13.32,-0.8980673433015127,-0.03361447654893617,2.673874412752991e-10,0.8124357009017319,-1.1767268712012748,-0.31126862405894257,-0.6194078154017506,0.24403967096107024
13.45,-0.05633640412013533,0.10482928453799284,0.6938119693371626,0.4638933107805261,-0.33680606180242467,-0.17568314396538875,0.22413325356215397,0.38534171304137443
13.61,-0.501777151616933,-0.29711633446710933,0.00046007243263780623,0.03807339622704186,-0.7825276166761643,-0.5778875169677828,-0.22102668655770163,-0.01634515196643589
13.7,-0.37839731972317725,-0.18683736329632977,0.00821765941658635,0.19199410916821347,-0.6590053109662883,-0.46751012433047545,-0.09778932848006609,0.09383539773781593
13.77,0.05664895245712393,-0.0456114885073595,0.6905234836749499,0.7482595477006206,-0.22221923398198173,-0.3241627132180711,0.33551713889622964,0.23293973620335218
13.85,-0.20224989900262053,0.21074220384300457,0.15767491200681316,0.14109861001729715,-0.48280250021641713,-0.0699153376338405,0.07830270221117605,0.4913997453198497
13.92,0.0572183498043818,-0.08003541261989651,0.689523642030569,0.5763237562403102,-0.22349617981676073,-0.36077454718166946,0.3379328794255244,0.2007037219418765
14.28,-1.211240841129096,-1.2629915777494511,2.834112919804785e-17,1.2013935022372614e-18,-1.4920796683797628,-1.5438239325233023,-0.9304020138784295,-0.9821592229756001
14.43,-0.3630023090122076,-0.1375073991898247,0.011045258941504155,0.3354832349017749,-0.6429698939818901,-0.4173347100687971,-0.08303472404252515,0.14231991168914765
14.48,-0.2444715392880887,-0.40830750598427495,0.08592551653997592,0.004013527152525113,-0.5234892769372121,-0.6864587531700236,0.03454619836103472,-0.13015625879852627
14.66,-0.11949943812471257,0.09033252520558012,0.4039609158473092,0.5282509593028849,-0.4001411115247139,-0.19039463090447903,0.16114223527528876,0.3710596813156392
14.75,-0.1277404619190798,-0.19909859072619676,0.372107111685423,0.16433313885807221,-0.40825289042246143,-0.4797065819693078,0.15277196658430178,0.08150940051691438
14.87,-0.4559728238829274,-0.34185982906825135,0.0014591512217864376,0.017040749366757084,-0.736770224703922,-0.6226986563189181,-0.17517542306193276,-0.06102100181758466
14.93,-0.4396320252294944,-0.13963885704079532,0.0020209600606682816,0.3265591821577667,-0.7187461629897473,-0.4186074047748945,-0.1605178874692415,0.13932969069330384
14.99,-1.2720677858117755,-1.354335387417568,4.447579423375847e-19,2.1977042283079515e-21,-1.5514113912123715,-1.6338920173684586,-0.9927241804111795,-1.0747787574666776
15.18,0.3276662797812064,-0.3846053277262093,0.02216180942782557,0.007261231472031682,0.046927145219433405,-0.6653946367342212,0.6084054143429793,-0.10381601871819754
15.26,-0.13491377886030453,0.020552123862033093,0.3463187414647283,0.8859485959896973,-0.41569434844836695,-0.2602867033886336,0.1458667907277579,0.3013909511126998
15.33,-0.007085093624956958,0.09295150478046132,0.9605258687714566,0.5158000103415386,-0.28765680725402787,-0.1873998511335569,0.27348662000411395,0.37330286069447954
15.46,-0.37386449185908865,-0.2987060775775207,0.009005410577196525,0.036805349005638185,-0.6544170930728853,-0.579106704950172,-0.0933118906452921,-0.018305450204869445
15.56,0.07818997806270755,-0.2922575733540309,0.5852046326175977,0.041204879761739435,-0.20259059152535489,-0.5728477502834965,0.35897054765076997,-0.011667396424565301
15.85,-0.5078201473897358,-0.2702797958146015,0.00038968330838673107,0.05923916209362016,-0.7884281386328469,-0.5510975869701706,-0.22721215614662463,0.010537995340967757
16.13,-0.3225854544376602,0.06867840466691258,0.023740115856163032,0.6293771405848054,-0.6021827194862422,-0.21024029278189468,-0.04298818938907807,0.3475971021157198
16.24,1.2064303992451464,0.009748022961121929,3.310767631573595e-17,0.9456235037989528,0.9261046549436303,-0.27038020638290944,1.4867561435466627,0.28987625230515324
16.32,0.9583708468261288,0.00442685527879727,2.0656625444528173e-11,0.9752610795853313,0.6780713649621782,-0.2753637519310076,1.2386703286900793,0.28421746248860214
16.46,0.34227068209852735,0.5020396948877627,0.01684341923974078,0.0004489558590739914,0.06159792106438161,0.22166337800795258,0.622943443132673,0.7824160117675727
16.53,0.28062361861018614,0.34720165992458735,0.05001474076114054,0.01512990957280242,-1.8054789815182433e-05,0.06707343058055604,0.5612652920101875,0.6273298892686187
16.79,-0.44742460849392296,1.3950779951316066,0.0017253049662659299,1.5677900191764794e-22,-0.7272519193728952,1.1151104101619242,-0.16759729761495057,1.675045580101289
16.9,0.0555115487566598,1.076200090168917,0.6970930964549951,4.7755890788206616e-14,-0.22400378988503405,0.7963727792899448,0.3350268873983537,1.3560274010478894
17.07,0.20703746172891346,0.12122241851026525,0.14644940419820113,0.39545653885622034,-0.07239332449163359,-0.15837484653831682,0.48646824794946053,0.40081968355884723
17.27,0.38157381061168416,0.2767609190498155,0.0076826705278203134,0.05323926820231734,0.10102120939788758,-0.0038642376437864976,0.6621264118254807,0.5573860757434175
17.31,0.09482575309478557,-0.042179501629457064,0.5080989302988705,0.7684633495689916,-0.1860066016790655,-0.32300279468514537,0.3756581078686366,0.2386437914262313
17.72,-0.46300624606750435,-0.4378368463274098,0.0012140563882518309,0.002224061053985738,-0.7434759037497937,-0.7184085599564808,-0.18253658838521503,-0.15726513269833892
17.82,-0.30068883880075936,0.1667867098634934,0.035148824566755464,0.23979552854416564,-0.5804420877748065,-0.11130473618815859,-0.020935589826712283,0.44487815591514535
18.02,-0.2563787106521296,-0.23680106692881242,0.07208954866112903,0.09687304084101457,-0.5357662351645953,-0.5163576968797029,0.023008813860336153,0.04275556302207803
18.15,-0.03615282003903987,-0.06431121280035981,0.8003284824959656,0.6527712319461138,-0.31631122077448864,-0.34446961353580857,0.24400558069640887,0.21584718793508895
18.4,-0.24536752647823165,-0.1546502061269702,0.08680894969157306,0.28037001093614466,-0.5261956740621567,-0.435439515134982,0.03546062110569339,0.12613910288104158
18.56,0.0019436163437003405,0.1793152455559433,0.9891664435608336,0.2104008174770513,-0.2786089848700962,-0.10129274568716783,0.28249621755749693,0.45992323679905445
18.62,-0.777825970825147,-0.7498771113412589,5.592959887750935e-08,1.6261625934632244e-07,-1.058513303002543,-1.03048510258437,-0.4971386386477509,-0.46926912009814775
18.72,-0.08281785762283339,-0.07419264381329131,0.5626990066202262,0.6038765754732366,-0.36324214518454734,-0.35446521223165955,0.19760642993888058,0.20607992460507693
18.91,-1.5223037076035628,-2.426227846383484,2.2307640876476547e-26,1.8520064899993783e-64,-1.8030648552844444,-2.7067402748868656,-1.2415425599226813,-2.1457154178801026
19.1,-0.20096248070880915,-0.10564536457171148,0.1607688352466351,0.4609258242334464,-0.48180519137396427,-0.3864735121556365,0.07988022995634597,0.17518278301221357
19.41,-0.015620971926547787,0.06794294594844198,0.9128165175420879,0.6323989691659989,-0.29525821614738584,-0.21044084790967432,0.2640162722942903,0.34632673980655826
19.56,-0.21430327997301252,-0.04709156793928821,0.13165624753696542,0.7396304470846232,-0.49290898775510916,-0.3248101923705452,0.06430242780908407,0.23062705649196874
