D:\MassHunter\GCMS\1\data\metastasis_lineages_3replicates_3runs_10302020\L_plate1_run3_10302020.D Sat Oct 31 10:48:08 2020
Start of data points
5.99338	171726
5.99965	170673
6.00590	168794
6.01215	169246
6.01842	178171
6.02467	187207
6.03092	208124
6.03718	207917
6.04343	216306
6.04968	232861
6.05595	220933
6.06220	192684
6.06845	179896
6.07472	187280
6.08097	242458
6.08722	488214
6.09348	953785
6.09973	1285241
6.10598	1014939
6.11225	579547
6.11850	323789
6.12475	256387
6.13102	275147
6.13727	337792
6.14352	432481
6.14978	650702
6.15603	1016203
6.16228	1222798
6.16855	992287
6.17480	579640
6.18105	346853
6.18730	269712
6.19357	250528
6.19982	225172
6.20607	204196
6.21233	196158
6.21858	185762
6.22483	192734
6.23110	179757
6.23735	172706
6.24360	163297
6.24987	173536
6.25612	170607
6.26237	182249
6.26863	190488
6.27488	185754
6.28113	184647
6.28740	222009
6.29365	332119
6.29990	656753
6.30617	1906005
6.31242	5510992
6.31867	1.118703E+07
6.32493	1.502965E+07
6.33118	1.246468E+07
6.33743	5350018
6.34370	1306744
6.34995	354284
6.35620	235834
6.36247	224232
6.36872	225020
6.37497	229454
6.38123	254878
6.38748	348474
6.39373	527258
6.39998	642530
6.40625	614506
6.41250	578926
6.41875	718999
6.42502	969610
6.43127	996099
6.43752	948755
6.44378	1571968
6.45003	3977257
6.45628	9260094
6.46255	1.76233E+07
6.46880	2.799545E+07
6.47505	3.694594E+07
6.48132	4.345012E+07
6.48757	4.678082E+07
6.49382	4.756348E+07
6.50008	4.731826E+07
6.50633	4.630982E+07
6.51258	4.509E+07
6.51885	4.555848E+07
6.52510	1.156239E+07
6.53135	1187279
6.53762	961269
6.54387	1136352
6.55012	1506534
6.55638	2144579
6.56263	2752859
6.56888	2726450
6.57515	1764918
6.58140	816616
6.58765	437621
6.59392	342093
6.60017	303299
6.60642	287356
6.61268	284189
6.61893	277317
6.62518	280817
6.63143	292046
6.63770	298085
6.64395	307651
6.65020	345434
6.65647	418410
6.66272	480000
6.66897	439939
6.67523	356878
6.68148	305091
6.68773	295867
6.69400	288324
6.70025	291433
6.70650	315761
6.71277	336392
6.71902	345201
6.72527	363389
6.73153	358917
6.73778	378423
6.74403	389152
6.75030	388536
6.75655	380124
6.76280	375306
6.76907	378937
6.77532	391536
6.78157	411736
6.78783	447744
6.79408	497530
6.80033	515252
6.80660	513742
6.81285	475491
6.81910	466391
6.82537	494555
6.83162	542970
6.83787	599941
6.84412	585755
6.85038	540478
6.85663	551324
6.86288	743405
6.86915	1146172
6.87540	1399957
6.88165	1277946
6.88792	879122
6.89417	648842
6.90042	551561
6.90668	504994
6.91293	480349
6.91918	466874
6.92545	446419
6.93170	457552
6.93795	452085
6.94422	432720
6.95047	412354
6.95672	386678
6.96298	379080
6.96923	364269
6.97548	360988
6.98175	356888
6.98800	342986
6.99425	316377
7.00052	319349
7.00677	337099
7.01302	457783
7.01928	1006402
7.02553	2812052
7.03178	6510901
7.03805	1.040255E+07
7.04430	1.103891E+07
7.05055	7463104
7.05680	2933396
7.06307	855581
7.06932	341542
7.07557	242123
7.08183	211569
7.08808	194526
7.09433	190378
7.10060	189963
7.10685	178662
7.11310	178918
7.11937	189713
7.12562	232159
7.13187	382442
7.13813	625490
7.14438	773073
7.15063	627716
7.15690	359310
7.16315	209493
7.16940	158393
7.17567	151433
7.18192	157687
7.18817	191813
7.19443	249458
7.20068	260878
7.20693	229688
7.21320	169631
7.21945	152101
7.22570	156790
7.23197	187441
7.23822	251633
7.24447	406798
7.25073	709312
7.25698	967019
7.26323	917904
7.26950	644388
7.27575	377732
7.28200	227524
7.28825	181685
7.29452	172573
7.30077	170797
7.30702	162407
7.31328	146954
7.31953	134545
7.32578	132076
7.33205	132190
7.33830	136258
7.34455	128127
7.35082	128255
7.35707	123777
7.36332	122164
7.36958	127451
7.37583	150844
7.38208	174066
7.38835	182684
7.39460	173839
7.40085	172576
7.40712	223524
7.41337	320743
7.41962	383100
7.42588	386189
7.43213	337873
7.43838	259036
7.44465	205183
7.45090	182423
7.45715	194059
7.46342	209658
7.46967	219281
7.47592	227557
7.48218	235740
7.48843	306463
7.49468	427926
7.50093	494244
7.50720	424302
7.51345	279096
7.51970	181135
7.52597	142281
7.53222	138440
7.53847	207788
7.54473	641057
7.55098	2488650
7.55723	7516561
7.56350	1.555082E+07
7.56975	2.473782E+07
7.57600	3.043238E+07
7.58227	2.780903E+07
7.58852	1.541189E+07
7.59477	4834862
7.60103	2087395
7.60728	1680974
7.61353	1349352
7.61980	1004574
7.62605	760072
7.63230	548697
7.63857	370041
7.64482	264948
7.65107	222923
7.65733	221301
7.66358	262726
7.66983	374117
7.67610	501276
7.68235	514226
7.68860	401114
7.69487	283361
7.70112	233452
7.70737	299856
7.71363	388766
7.71988	418868
7.72613	371083
7.73238	307262
7.73865	248800
7.74490	210610
7.75115	186011
7.75742	169470
7.76367	155819
7.76992	154527
7.77618	168985
7.78243	172519
7.78868	178189
7.79495	168677
7.80120	170498
7.80745	164729
7.81372	210987
7.81997	300853
7.82622	388199
7.83248	384685
7.83873	323714
7.84498	286811
7.85125	350214
7.85750	482277
7.86375	550850
7.87002	483501
7.87627	352955
7.88252	254908
7.88878	214925
7.89503	215806
7.90128	221057
7.90755	236449
7.91380	234004
7.92005	230595
7.92632	221200
7.93257	221313
7.93882	240589
7.94507	332281
7.95133	424028
7.95758	431921
7.96383	371024
7.97010	323573
7.97635	334351
7.98260	450813
7.98887	686497
7.99512	951395
8.00137	1113787
8.00763	1472393
8.01388	2149076
8.02013	2667275
8.02640	2293197
8.03265	1494589
8.03890	949465
8.04517	853927
8.05142	970717
8.05767	980661
8.06393	762702
8.07018	513392
8.07643	429674
8.08270	542500
8.08895	718596
8.09520	878376
8.10147	1011394
8.10772	1332791
8.11397	1773417
8.12023	1727905
8.12648	1138190
8.13273	556869
