D:\MassHunter\GCMS\1\data\metastasis_lineages_3replicates_3runs_10302020\B_plate3_run3_10302020.D Sat Oct 31 15:44:11 2020
Start of data points
5.99330,161252
5.99955,172864
6.00580,162349
6.01207,167085
6.01832,182466
6.02457,201204
6.03083,205157
6.03708,211508
6.04333,233289
6.04958,236822
6.05585,229763
6.06210,207644
6.06835,224778
6.07462,238693
6.08087,257223
6.08712,247494
6.09338,238333
6.09963,292597
6.10588,568512
6.11215,1090178
6.11840,1394722
6.12465,1110545
6.13092,637581
6.13717,394750
6.14342,327855
6.14968,301540
6.15593,360333
6.16218,596844
6.16845,998145
6.17470,1258085
6.18095,1110893
6.18722,738883
6.19347,474019
6.19972,355100
6.20598,283137
6.21223,238141
6.21848,207798
6.22475,201412
6.23100,216648
6.23725,214440
6.24352,197633
6.24977,185408
6.25602,167014
6.26227,168037
6.26853,166612
6.27478,163266
6.28103,172889
6.28730,183845
6.29355,167443
6.29980,162318
6.30607,184504
6.31232,268106
6.31857,498121
6.32483,863236
6.33108,1324521
6.33733,2353512
6.34360,5054628
6.34985,9837732
6.35610,1.35002E+07
6.36237,1.143586E+07
6.36862,5267984
6.37487,1338634
6.38113,376482
6.38738,240019
6.39363,215466
6.39990,224757
6.40615,266567
6.41240,363749
6.41867,506486
6.42492,744898
6.43117,1041298
6.43743,1197821
6.44368,1023113
6.44993,668812
6.45620,597985
6.46245,1427063
6.46870,4167425
6.47495,9453182
6.48122,1.607197E+07
6.48747,2.239407E+07
6.49372,2.814314E+07
6.49998,3.394285E+07
6.50623,3.996508E+07
6.51248,4.443018E+07
6.51875,4.746814E+07
6.52500,4.786524E+07
6.53125,4.742092E+07
6.53752,4.480007E+07
6.54377,1.255551E+07
6.55002,1156425
6.55628,738344
6.56253,730426
6.56878,692687
6.57505,881434
6.58130,1594046
6.58755,2612778
6.59382,2868015
6.60007,1899487
6.60632,832301
6.61258,440644
6.61883,345832
6.62508,312330
6.63135,306488
6.63760,312940
6.64385,313009
6.65012,313744
6.65637,290842
6.66262,267738
6.66888,279285
6.67513,340401
6.68138,434941
6.68765,498006
6.69390,429422
6.70015,341979
6.70640,298722
6.71267,293234
6.71892,315152
6.72517,324654
6.73143,332795
6.73768,336757
6.74393,354697
6.75020,374039
6.75645,385299
6.76270,375429
6.76897,373496
6.77522,374137
6.78147,380755
6.78773,387730
6.79398,397174
6.80023,407188
6.80650,424997
6.81275,458663
6.81900,493028
6.82527,503853
6.83152,494993
6.83777,500312
6.84403,510135
6.85028,560115
6.85653,640025
6.86280,690008
6.86905,627903
6.87530,543050
6.88157,519619
6.88782,581639
6.89407,701222
6.90033,778183
6.90658,726155
6.91283,605765
6.91908,518262
6.92535,477100
6.93160,465311
6.93785,463999
6.94412,465889
6.95037,439784
6.95662,427259
6.96288,421087
6.96913,399296
6.97538,392581
6.98165,396712
6.98790,399863
6.99415,388533
7.00042,361903
7.00667,335161
7.01292,333807
7.01918,351126
7.02543,434333
7.03168,675065
7.03795,1214967
7.04420,2375906
7.05045,4677155
7.05672,7242452
7.06297,7774767
7.06922,5128406
7.07548,2164317
7.08173,718898
7.08798,297281
7.09425,223535
7.10050,201194
7.10675,184144
7.11302,170845
7.11927,161436
7.12552,155617
7.13177,146001
7.13803,156095
7.14428,193798
7.15053,269545
7.15680,355994
7.16305,385377
7.16930,305486
7.17557,200989
7.18182,148701
7.18807,130960
7.19433,122984
7.20058,135604
7.20683,148504
7.21310,160345
7.21935,169909
7.22560,155365
7.23187,144787
7.23812,144943
7.24437,162349
7.25063,181324
7.25688,233968
7.26313,365622
7.26940,608125
7.27565,777402
7.28190,704509
7.28817,463894
7.29442,276924
7.30067,191795
7.30693,172120
7.31318,163337
7.31943,156529
7.32570,137340
7.33195,131022
7.33820,120360
7.34447,126869
7.35072,122669
7.35697,128360
7.36322,116187
7.36948,114773
7.37573,109499
7.38198,117908
7.38825,125570
7.39450,143224
7.40075,163096
7.40702,158744
7.41327,154656
7.41952,188676
7.42578,286820
7.43203,415802
7.43828,469504
7.44455,420851
7.45080,303704
7.45705,211415
7.46332,165693
7.46957,157870
7.47582,163576
7.48208,165307
7.48833,175280
7.49458,197260
7.50085,220935
7.50710,244227
7.51335,269063
7.51962,250007
7.52587,191621
7.53212,146635
7.53838,127207
7.54463,127759
7.55088,166667
7.55715,485339
7.56340,1930473
7.56965,6273474
7.57590,1.41558E+07
7.58217,2.404874E+07
7.58842,3.145766E+07
7.59467,3.353477E+07
7.60093,2.576469E+07
7.60718,1.060747E+07
7.61343,3569467
7.61970,1749914
7.62595,1099781
7.63220,735383
7.63847,492674
7.64472,320595
7.65097,238869
7.65723,204241
7.66348,183059
7.66973,192838
7.67600,237504
7.68225,309268
7.68850,372871
7.69477,367267
7.70102,290050
7.70727,218152
7.71353,212656
7.71978,284531
7.72603,383724
7.73230,432749
7.73855,371533
7.74480,288540
7.75107,234569
7.75732,205562
7.76357,174512
7.76983,160360
7.77608,165118
7.78233,166657
7.78860,173741
7.79485,159604
7.80110,156701
7.80735,151435
7.81362,148955
7.81987,166166
7.82612,204610
7.83238,296658
7.83863,366129
7.84488,337189
7.85115,266793
7.85740,211197
7.86365,209205
7.86992,230643
7.87617,231004
7.88242,207934
7.88868,191035
7.89493,176928
7.90118,181224
7.90745,190795
7.91370,203273
7.91995,214214
7.92622,201660
7.93247,193330
7.93872,180813
7.94498,182968
7.95123,213970
7.95748,277470
7.96375,350973
7.97000,345781
7.97625,300238
7.98252,294487
7.98877,339735
7.99502,510621
8.00128,905235
8.00753,1454758
8.01378,2136296
8.02003,2805412
8.02630,2930101
8.03255,2187631
8.03880,1360533
8.04507,1005093
8.05132,1066902
8.05757,1124753
8.06383,976330
8.07008,644646
8.07633,382169
8.08260,280969
8.08885,333415
8.09510,456400
8.10137,544670
8.10762,586241
8.11387,682972
8.12013,890289
8.12638,992547
8.13263,782439
8.13890,467984
8.14515,271717
8.15140,208625
8.15767,176360
8.16392,162687
8.17017,154515
8.17643,150099
8.18268,150118
8.18893,139147
8.19520,139899
8.20145,134702
8.20770,130945
8.21397,132532
8.22022,140715
8.22647,153682
8.23272,184009
8.23898,244590
8.24523,273703
8.25148,255114
8.25775,220964
8.26400,198845
8.27025,197399
8.27652,200868
8.28277,207550
8.28902,232733
8.29528,238390
8.30153,219004
8.30778,185525
8.31405,139591
8.32030,121653
8.32655,116582
8.33282,122621
8.33907,126407
8.34532,132845
8.35158,135166
8.35783,143566
8.36408,164664
8.37035,167138
8.37660,153320
8.38285,143646
8.38912,132040
8.39537,147937
8.40162,202828
8.40788,344491
8.41413,495277
8.42038,501729
8.42665,364291
8.43290,245131
8.43915,183461
8.44542,185039
8.45167,194642
8.45792,183892
8.46417,175548
8.47043,167743
8.47668,160550
8.48293,153789
8.48920,155982
8.49545,158798
8.50170,169787
8.50797,182340
8.51422,190162
8.52047,179878
8.52673,155935
8.53298,129837
8.53923,120315
8.54550,117842
8.55175,121805
8.55800,140882
8.56427,217872
8.57052,373691
8.57677,618472
8.58303,944485
8.58928,1450874
8.59553,1821405
8.60180,1867609
8.60805,1873633
8.61430,3220148
8.62057,7443780
8.62682,1.421303E+07
8.63307,1.90743E+07
8.63933,1.752245E+07
8.64558,9769163
8.65183,2986122
8.65810,705529
8.66435,285983
8.67060,224765
8.67687,207340
8.68312,202044
8.68937,213043
8.69562,226617
8.70188,235831
8.70813,237244
8.71438,243675
8.72065,237718
8.72690,213293
8.73315,194975
8.73942,185202
8.74567,204859
8.75192,222203
8.75818,205234
8.76443,172018
8.77068,128190
8.77695,118975
8.78320,121666
8.78945,125729
8.79572,115471
8.80197,111133
8.80822,103650
8.81448,103848
8.82073,109998
8.82698,145314
8.83325,321039
8.83950,894350
8.84575,2127151
8.85202,4267708
8.85827,6243038
8.86452,7502640
8.87078,6956353
8.87703,6291522
8.88328,6035108
8.88955,6221528
8.89580,5422278
8.90205,2595763
8.90830,821117
8.91457,345717
8.92082,218534
8.92707,175115
8.93333,164225
8.93958,155791
8.94583,152969
8.95210,159282
8.95835,200935
8.96460,248314
8.97087,297881
8.97712,324669
8.98337,346003
8.98963,382991
8.99588,477005
9.00213,682239
9.00840,880387
9.01465,991568
